usuario_id,fecha_registro,pais,ciudad,edad,segmento_edad,genero,canal_adquisicion
U01464,2023-03-11,España,Madrid,35,35-44,Masculino,Orgánico
U01465,2025-10-04,Perú,Arequipa,19,18-24,Masculino,Referido
U01466,2025-09-12,Colombia,Cali,28,25-34,Masculino,Orgánico
U01467,2025-01-29,México,Puebla,46,45-54,Masculino,Referido
U01468,2025-07-03,Colombia,Barranquilla,45,45-54,Femenino,Referido
U01469,2023-02-23,Chile,La Serena,43,35-44,Masculino,Orgánico
U01470,2024-01-03,Perú,Trujillo,33,25-34,Masculino,Publicidad digital
U01471,2024-10-15,Chile,Concepción,32,25-34,Masculino,Publicidad digital
U01472,2023-03-12,Chile,La Serena,41,35-44,Masculino,Publicidad digital
U01473,2023-07-16,Chile,Concepción,37,35-44,Femenino,Orgánico
U01474,2024-08-11,México,Guadalajara,33,25-34,Masculino,Orgánico
U01475,2023-06-17,México,Monterrey,52,45-54,Masculino,Orgánico
U01476,2024-03-06,México,Puebla,18,18-24,Femenino,Redes sociales
U01477,2024-03-01,Colombia,Bogotá,44,35-44,Femenino,Redes sociales
U01478,2025-10-24,España,Madrid,43,35-44,Femenino,Redes sociales
U01479,2023-07-19,Perú,Lima,18,18-24,Femenino,Publicidad digital
U01480,2024-01-20,México,Ciudad de México,23,18-24,Femenino,Orgánico
U01481,2023-03-11,México,Monterrey,43,35-44,Femenino,Redes sociales
U01482,2025-06-03,Colombia,Medellín,28,25-34,Femenino,Publicidad digital
U01483,2024-07-27,México,Ciudad de México,31,25-34,Femenino,Orgánico
U01484,2025-08-05,Perú,Arequipa,43,35-44,Masculino,Redes sociales
U01485,2024-09-21,Perú,Cusco,31,25-34,Femenino,Orgánico
U01486,2023-11-30,México,Monterrey,34,25-34,Masculino,Orgánico
U01487,2024-01-03,Colombia,Medellín,51,45-54,Masculino,Referido
U01488,2024-08-23,España,Valencia,43,35-44,Masculino,Alianza comercial
U01489,2024-05-18,Colombia,Barranquilla,37,35-44,Masculino,Publicidad digital
U01490,2024-05-24,Chile,Temuco,45,45-54,Masculino,Referido
U01491,2024-09-27,Colombia,Barranquilla,23,18-24,Masculino,Orgánico
U01492,2024-02-20,Ecuador,Cuenca,34,25-34,Masculino,Orgánico
U01493,2024-11-29,Chile,Temuco,26,25-34,Masculino,Orgánico
U01494,2023-02-25,Perú,Trujillo,26,25-34,Femenino,Redes sociales
U01495,2025-01-02,Colombia,Cali,18,18-24,Femenino,Publicidad digital
U01496,2025-02-09,Chile,La Serena,18,18-24,Masculino,Referido
U01497,2025-06-07,Chile,Concepción,18,18-24,Masculino,Orgánico
U01498,2025-11-21,Chile,Santiago,43,35-44,Masculino,Redes sociales
U01499,2025-02-24,Perú,Arequipa,28,25-34,Masculino,Publicidad digital
U01500,2025-04-03,México,Monterrey,48,45-54,Masculino,Referido
